,file_name,file_path,file_shape
3605,1552134322.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11783/1552134322.dcm,"(4096, 3328)"
3606,1753303399.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11783/1753303399.dcm,"(4096, 3328)"
3607,64163305.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11783/64163305.dcm,"(4096, 3328)"
3608,380350032.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11783/380350032.dcm,"(4096, 3328)"
3609,99792151.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11783/99792151.dcm,"(4096, 3328)"
3610,241926138.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11783/241926138.dcm,"(4096, 3328)"
3611,2083570088.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58594/2083570088.dcm,"(2776, 2082)"
3612,1189708240.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58594/1189708240.dcm,"(2776, 2082)"
3613,405604140.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58594/405604140.dcm,"(2776, 2082)"
3614,432511239.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58594/432511239.dcm,"(2776, 2082)"
3615,53087680.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20993/53087680.dcm,"(2776, 2082)"
3616,652917298.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20993/652917298.dcm,"(2776, 2082)"
3617,900413666.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20993/900413666.dcm,"(2776, 2082)"
3618,604740596.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/20993/604740596.dcm,"(2776, 2082)"
3619,1191062059.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45229/1191062059.dcm,"(2776, 2082)"
3620,893473890.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45229/893473890.dcm,"(2776, 2082)"
3621,1247287220.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45229/1247287220.dcm,"(2776, 2082)"
3622,1664776259.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/45229/1664776259.dcm,"(2776, 2082)"
3623,426041898.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24604/426041898.dcm,"(5355, 4915)"
3624,1303998184.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24604/1303998184.dcm,"(5355, 4915)"
3625,1312062556.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24604/1312062556.dcm,"(5355, 4915)"
3626,66782493.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24604/66782493.dcm,"(5355, 4915)"
3627,1856711817.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3412/1856711817.dcm,"(4096, 3328)"
3628,133527372.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3412/133527372.dcm,"(4096, 3328)"
3629,1996473818.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3412/1996473818.dcm,"(4096, 3328)"
3630,2072203411.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/3412/2072203411.dcm,"(4096, 3328)"
3631,1469061331.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/54215/1469061331.dcm,"(5355, 4915)"
3632,1989742930.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/54215/1989742930.dcm,"(5355, 4915)"
3633,1032096011.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/54215/1032096011.dcm,"(5355, 4915)"
3634,795206120.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/54215/795206120.dcm,"(5355, 4915)"
3635,202858139.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58430/202858139.dcm,"(5355, 4915)"
3636,1498575421.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58430/1498575421.dcm,"(5355, 4915)"
3637,941684824.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58430/941684824.dcm,"(5355, 4915)"
3638,1148164018.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58430/1148164018.dcm,"(5355, 4915)"
3639,142468702.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29525/142468702.dcm,"(2776, 2082)"
3640,1149269040.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29525/1149269040.dcm,"(2776, 2082)"
3641,515845510.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29525/515845510.dcm,"(2776, 2082)"
3642,959374336.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29525/959374336.dcm,"(2776, 2082)"
3643,1419123247.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/47763/1419123247.dcm,"(5355, 4915)"
3644,1915389848.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/47763/1915389848.dcm,"(5355, 4915)"
3645,1048642505.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/47763/1048642505.dcm,"(5355, 4915)"
3646,964215438.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/47763/964215438.dcm,"(5355, 4915)"
3647,998912879.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49346/998912879.dcm,"(2776, 2082)"
3648,977326797.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49346/977326797.dcm,"(2776, 2082)"
3649,665212332.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49346/665212332.dcm,"(2776, 2082)"
3650,1643668888.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/49346/1643668888.dcm,"(2776, 2082)"
3651,186789114.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/15963/186789114.dcm,"(4096, 3328)"
3652,1533873312.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/15963/1533873312.dcm,"(4096, 3328)"
3653,1005405540.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/15963/1005405540.dcm,"(4096, 3328)"
3654,1674101775.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/15963/1674101775.dcm,"(4096, 3328)"
3655,645692601.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16530/645692601.dcm,"(3328, 2560)"
3656,1923194507.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16530/1923194507.dcm,"(3328, 2560)"
3657,85541670.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16530/85541670.dcm,"(3328, 2560)"
3658,583924462.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16530/583924462.dcm,"(3328, 2560)"
3659,1054725412.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58960/1054725412.dcm,"(3328, 2560)"
3660,805181694.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58960/805181694.dcm,"(3328, 2560)"
3661,1100917356.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58960/1100917356.dcm,"(3328, 2560)"
3662,2073446133.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58960/2073446133.dcm,"(3328, 2560)"
3663,1781238809.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/51435/1781238809.dcm,"(4096, 3328)"
3664,1991199883.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/51435/1991199883.dcm,"(4096, 3328)"
3665,1962892987.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/51435/1962892987.dcm,"(4096, 3328)"
3666,41022412.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/51435/41022412.dcm,"(4096, 3328)"
3667,1657674695.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/30507/1657674695.dcm,"(4096, 3328)"
3668,1952800018.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/30507/1952800018.dcm,"(4096, 3328)"
3669,1103391201.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/30507/1103391201.dcm,"(4096, 3328)"
3670,1637508924.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/30507/1637508924.dcm,"(4096, 3328)"
3671,2082894904.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11309/2082894904.dcm,"(2776, 2082)"
3672,372867978.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11309/372867978.dcm,"(2776, 2082)"
3673,1062559205.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11309/1062559205.dcm,"(2776, 2082)"
3674,1390390569.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11309/1390390569.dcm,"(2776, 2082)"
3675,1118890949.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34797/1118890949.dcm,"(2776, 2082)"
3676,257295576.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34797/257295576.dcm,"(2776, 2082)"
3677,433494418.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34797/433494418.dcm,"(2776, 2082)"
3678,1351815920.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/34797/1351815920.dcm,"(2776, 2082)"
3679,1500773221.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38062/1500773221.dcm,"(2776, 2082)"
3680,145295910.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38062/145295910.dcm,"(2776, 2082)"
3681,39376616.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38062/39376616.dcm,"(2776, 2082)"
3682,1980779353.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38062/1980779353.dcm,"(2776, 2082)"
3683,74937937.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60617/74937937.dcm,"(2776, 2082)"
3684,2047450417.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60617/2047450417.dcm,"(2776, 2082)"
3685,1075848024.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60617/1075848024.dcm,"(2776, 2082)"
3686,805183265.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60617/805183265.dcm,"(2776, 2082)"
3687,37411691.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44855/37411691.dcm,"(4096, 3328)"
3688,326785915.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44855/326785915.dcm,"(4096, 3328)"
3689,1576978632.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44855/1576978632.dcm,"(4096, 3328)"
3690,1624532107.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/44855/1624532107.dcm,"(4096, 3328)"
3691,1850569560.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14302/1850569560.dcm,"(4096, 3328)"
3692,1436836411.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14302/1436836411.dcm,"(4096, 3328)"
3693,767816355.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14302/767816355.dcm,"(4096, 3328)"
3694,1749808506.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14302/1749808506.dcm,"(4096, 3328)"
3695,1014883601.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14302/1014883601.dcm,"(4096, 3328)"
3696,1004752758.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14302/1004752758.dcm,"(4096, 3328)"
3697,311477967.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1519/311477967.dcm,"(4096, 3328)"
3698,586064999.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1519/586064999.dcm,"(4096, 3328)"
3699,67670593.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1519/67670593.dcm,"(4096, 3328)"
3700,1995842403.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1519/1995842403.dcm,"(4096, 3328)"
3701,107881822.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14624/107881822.dcm,"(4096, 3328)"
3702,76683507.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14624/76683507.dcm,"(4096, 3328)"
3703,1169152491.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14624/1169152491.dcm,"(4096, 3328)"
3704,1672157931.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14624/1672157931.dcm,"(4096, 3328)"
3705,984393876.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24086/984393876.dcm,"(3328, 2560)"
3706,1522411976.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24086/1522411976.dcm,"(3328, 2560)"
3707,1496834430.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24086/1496834430.dcm,"(3328, 2560)"
3708,795016809.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24086/795016809.dcm,"(3328, 2560)"
3709,320934778.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24086/320934778.dcm,"(3328, 2560)"
3710,55778582.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/24086/55778582.dcm,"(3328, 2560)"
3711,923539679.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14596/923539679.dcm,"(5355, 4915)"
3712,1276176450.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14596/1276176450.dcm,"(5355, 4915)"
3713,706637740.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14596/706637740.dcm,"(5355, 4915)"
3714,1754137364.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/14596/1754137364.dcm,"(5355, 4915)"
3715,68260920.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35693/68260920.dcm,"(4096, 3328)"
3716,820060974.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35693/820060974.dcm,"(4096, 3328)"
3717,2147471846.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35693/2147471846.dcm,"(4096, 3328)"
3718,583938583.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/35693/583938583.dcm,"(4096, 3328)"
3719,361740081.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38235/361740081.dcm,"(2776, 2082)"
3720,1321595137.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38235/1321595137.dcm,"(2776, 2082)"
3721,558886498.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38235/558886498.dcm,"(2776, 2082)"
3722,1277858975.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38235/1277858975.dcm,"(2776, 2082)"
3723,403932632.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11177/403932632.dcm,"(4096, 3328)"
3724,1352927344.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11177/1352927344.dcm,"(4096, 3328)"
3725,56121744.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11177/56121744.dcm,"(4096, 3328)"
3726,1064813635.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11177/1064813635.dcm,"(4096, 3328)"
3727,1081647585.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25364/1081647585.dcm,"(2776, 2082)"
3728,1410546242.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25364/1410546242.dcm,"(2776, 2082)"
3729,285757446.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25364/285757446.dcm,"(2776, 2082)"
3730,2090671999.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/25364/2090671999.dcm,"(2776, 2082)"
3731,1456249103.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26273/1456249103.dcm,"(4096, 3328)"
3732,970576175.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26273/970576175.dcm,"(4096, 3328)"
3733,717323131.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26273/717323131.dcm,"(4096, 3328)"
3734,2090582978.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/26273/2090582978.dcm,"(4096, 3328)"
3735,114267922.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/114267922.dcm,"(3328, 2560)"
3736,1666898917.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/1666898917.dcm,"(3328, 2560)"
3737,1907417062.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/1907417062.dcm,"(3328, 2560)"
3738,1882643034.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/1882643034.dcm,"(3328, 2560)"
3739,1996491997.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/1996491997.dcm,"(3328, 2560)"
3740,1183628710.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/1183628710.dcm,"(3328, 2560)"
3741,529664310.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/529664310.dcm,"(3328, 2560)"
3742,357557232.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/43390/357557232.dcm,"(3328, 2560)"
3743,2039099930.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29091/2039099930.dcm,"(3328, 2560)"
3744,1282710597.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29091/1282710597.dcm,"(3328, 2560)"
3745,1167243208.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29091/1167243208.dcm,"(3328, 2560)"
3746,903711045.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/29091/903711045.dcm,"(3328, 2560)"
3747,1521640813.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2776/1521640813.dcm,"(2776, 2082)"
3748,1347789810.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2776/1347789810.dcm,"(2776, 2082)"
3749,379311318.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2776/379311318.dcm,"(2776, 2082)"
3750,2098420761.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2776/2098420761.dcm,"(2776, 2082)"
3751,971352285.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28140/971352285.dcm,"(5355, 4915)"
3752,130115674.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28140/130115674.dcm,"(5355, 4915)"
3753,1988199226.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28140/1988199226.dcm,"(5355, 4915)"
3754,529630646.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/28140/529630646.dcm,"(5355, 4915)"
3755,573480881.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/37971/573480881.dcm,"(5355, 4915)"
3756,469981404.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/37971/469981404.dcm,"(5355, 4915)"
3757,1504451529.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/37971/1504451529.dcm,"(5355, 4915)"
3758,421827434.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/37971/421827434.dcm,"(5355, 4915)"
3759,489953856.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50784/489953856.dcm,"(4096, 3328)"
3760,860482121.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50784/860482121.dcm,"(4096, 3328)"
3761,1563484306.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50784/1563484306.dcm,"(4096, 3328)"
3762,1472633867.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50784/1472633867.dcm,"(4096, 3328)"
3763,1638429630.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/50784/1638429630.dcm,"(4096, 3328)"
3764,1023793728.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21748/1023793728.dcm,"(5355, 4915)"
3765,254423460.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21748/254423460.dcm,"(5355, 4915)"
3766,959866482.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21748/959866482.dcm,"(5355, 4915)"
3767,1235887434.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/21748/1235887434.dcm,"(5355, 4915)"
3768,1428809830.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/48555/1428809830.dcm,"(5928, 4728)"
3769,323960169.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/48555/323960169.dcm,"(5928, 4728)"
3770,664455916.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/48555/664455916.dcm,"(5928, 4728)"
3771,1138585554.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/48555/1138585554.dcm,"(5928, 4728)"
3772,1021062103.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/48555/1021062103.dcm,"(5928, 4728)"
3773,2134038424.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60217/2134038424.dcm,"(4096, 3328)"
3774,179332486.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60217/179332486.dcm,"(4096, 3328)"
3775,389311951.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60217/389311951.dcm,"(4096, 3328)"
3776,2098944080.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60217/2098944080.dcm,"(4096, 3328)"
3777,427970946.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11323/427970946.dcm,"(2294, 1914)"
3778,882946227.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11323/882946227.dcm,"(2294, 1914)"
3779,2101606377.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11323/2101606377.dcm,"(2294, 1914)"
3780,2116272365.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/11323/2116272365.dcm,"(2294, 1914)"
3781,430792991.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31174/430792991.dcm,"(4096, 3328)"
3782,89690580.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31174/89690580.dcm,"(4096, 3328)"
3783,1778788939.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31174/1778788939.dcm,"(4096, 3328)"
3784,1259453790.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/31174/1259453790.dcm,"(4096, 3328)"
3785,1287196502.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2676/1287196502.dcm,"(4096, 3328)"
3786,1713941648.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2676/1713941648.dcm,"(4096, 3328)"
3787,312067845.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2676/312067845.dcm,"(4096, 3328)"
3788,118903240.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2676/118903240.dcm,"(4096, 3328)"
3789,1337915015.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/23148/1337915015.dcm,"(5355, 4915)"
3790,1843757504.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/23148/1843757504.dcm,"(5355, 4915)"
3791,594317680.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/23148/594317680.dcm,"(5355, 4915)"
3792,1067350511.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/23148/1067350511.dcm,"(5355, 4915)"
3793,1569310789.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/32938/1569310789.dcm,"(3328, 2560)"
3794,685439624.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/32938/685439624.dcm,"(3328, 2560)"
3795,1201182282.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/32938/1201182282.dcm,"(3328, 2560)"
3796,511494865.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/32938/511494865.dcm,"(3328, 2560)"
3797,2085217482.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39896/2085217482.dcm,"(4096, 3328)"
3798,527923549.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39896/527923549.dcm,"(4096, 3328)"
3799,1483157285.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39896/1483157285.dcm,"(4096, 3328)"
3800,131949194.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39896/131949194.dcm,"(4096, 3328)"
3801,527092720.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1498/527092720.dcm,"(4096, 3328)"
3802,586000336.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1498/586000336.dcm,"(4096, 3328)"
3803,677983159.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1498/677983159.dcm,"(4096, 3328)"
3804,600321327.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/1498/600321327.dcm,"(4096, 3328)"
3805,1300889676.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60522/1300889676.dcm,"(5355, 4915)"
3806,1373853343.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60522/1373853343.dcm,"(5355, 4915)"
3807,716281917.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60522/716281917.dcm,"(5355, 4915)"
3808,1047435079.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/60522/1047435079.dcm,"(5355, 4915)"
3809,1909411000.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16116/1909411000.dcm,"(4096, 3328)"
3810,1018615359.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16116/1018615359.dcm,"(4096, 3328)"
3811,877644800.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16116/877644800.dcm,"(4096, 3328)"
3812,723536926.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/16116/723536926.dcm,"(4096, 3328)"
3813,849961746.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38534/849961746.dcm,"(2294, 1914)"
3814,713532541.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38534/713532541.dcm,"(2294, 1914)"
3815,358851717.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38534/358851717.dcm,"(2294, 1914)"
3816,1783081676.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38534/1783081676.dcm,"(2294, 1914)"
3817,849753090.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/38534/849753090.dcm,"(2294, 1914)"
3818,1178603960.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39829/1178603960.dcm,"(4096, 3328)"
3819,1172367268.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39829/1172367268.dcm,"(4096, 3328)"
3820,1578141983.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39829/1578141983.dcm,"(4096, 3328)"
3821,264951929.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/39829/264951929.dcm,"(4096, 3328)"
3822,1143447803.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/1143447803.dcm,"(2294, 1914)"
3823,1063014706.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/1063014706.dcm,"(2294, 1914)"
3824,262866207.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/262866207.dcm,"(2294, 1914)"
3825,685103930.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/685103930.dcm,"(2294, 1914)"
3826,1450443663.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/1450443663.dcm,"(2294, 1914)"
3827,841536964.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/841536964.dcm,"(2294, 1914)"
3828,1187032979.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/1187032979.dcm,"(2294, 1914)"
3829,822968630.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/2086/822968630.dcm,"(2294, 1914)"
3830,371199579.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22870/371199579.dcm,"(5355, 4915)"
3831,1558043452.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22870/1558043452.dcm,"(5355, 4915)"
3832,651597585.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22870/651597585.dcm,"(5355, 4915)"
3833,155878040.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/22870/155878040.dcm,"(5355, 4915)"
3834,225575222.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58475/225575222.dcm,"(4096, 3328)"
3835,1924278940.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58475/1924278940.dcm,"(4096, 3328)"
3836,391032863.dcm,/kaggle/input/rsna-breast-cancer-detection/train_images/58475/391032863.dcm,"(4096, 3328)"
